participant_id,survey_type,age,gender,race,zip_code,education_level,income
Participant 439,online,39.0,A man,Native American / American Indian or Alaskan Native,83709.0,"Some college, no degree","$25,000 to $49,999"
Participant 44,in_person,72.0,A man,White / Caucasian,94577.0,Associates degree,"$50,000 to $74,999"
Participant 44,online,37.0,A man,White / Caucasian,83709.0,Associates degree,"$100,000 or more"
Participant 440,in_person,46.0,A man,Asian / Pacific Islander,83605.0,"Ph.D, M.D., J.D. or similar","$50,000 to $74,999"
Participant 440,online,52.0,A woman,White / Caucasian,83687.0,"Some college, no degree","$50,000 to $74,999"
Participant 441,in_person,70.0,A woman,White / Caucasian,83686.0,Master’s degree,"$25,000 or less"
Participant 441,online,44.0,A woman,White / Caucasian,83705.0,"Some college, no degree","$50,000 to $74,999"
Participant 442,in_person,72.0,A woman,White / Caucasian,83651.0,"Some college, no degree","$25,000 or less"
Participant 442,online,20.0,A woman,White / Caucasian,83617.0,8th grade or less,"$25,000 to $49,999"
Participant 443,in_person,45.0,A woman,White / Caucasian,83706.0,Bachelor’s degree,
Participant 443,online,32.0,A woman,White / Caucasian,83702.0,Associates degree,"$100,000 or more"
Participant 444,in_person,62.0,A man,White / Caucasian,83642.0,"Some college, no degree","$50,000 to $74,999"
Participant 444,online,39.0,A woman,White / Caucasian,83709.0,"High school graduate, diploma or GED","$100,000 or more"
Participant 445,in_person,62.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$25,000 to $49,999"
Participant 445,online,23.0,A man,White / Caucasian,83705.0,"High school graduate, diploma or GED","$25,000 or less"
Participant 446,in_person,59.0,A woman,White / Caucasian,83705.0,Bachelor’s degree,"$25,000 to $49,999"
Participant 446,online,28.0,A woman,White / Caucasian,83702.0,"High school graduate, diploma or GED","$25,000 to $49,999"
Participant 447,in_person,63.0,A woman,White / Caucasian,83686.0,"Some college, no degree","$50,000 to $74,999"
Participant 447,online,22.0,A woman,White / Caucasian,83642.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 448,in_person,71.0,A man,White / Caucasian,83628.0,Master’s degree,"$25,000 to $49,999"
Participant 448,online,23.0,Other,White / Caucasian,83642.0,"Some high school, no diploma","$25,000 or less"
Participant 449,in_person,51.0,A woman,White / Caucasian,83686.0,Bachelor’s degree,"$25,000 or less"
Participant 449,online,18.0,A woman,Hispanic or Latino,83706.0,8th grade or less,"$75,000 to $99,999"
Participant 45,in_person,58.0,A man,White / Caucasian,83702.0,"Ph.D, M.D., J.D. or similar","$100,000 or more"
Participant 45,online,28.0,A woman,White / Caucasian,83704.0,"Some college, no degree","$25,000 to $49,999"
Participant 450,in_person,42.0,A woman,White / Caucasian,83642.0,"High school graduate, diploma or GED","$25,000 to $49,999"
Participant 450,online,25.0,A woman,White / Caucasian,83703.0,"Some college, no degree","$75,000 to $99,999"
Participant 451,in_person,74.0,A man,White / Caucasian,83651.0,Bachelor’s degree,"$50,000 to $74,999"
Participant 451,online,20.0,A woman,White / Caucasian,83704.0,"Some high school, no diploma","$25,000 or less"
Participant 452,in_person,72.0,A woman,White / Caucasian,83651.0,"Some college, no degree","$25,000 to $49,999"
Participant 452,online,45.0,A woman,White / Caucasian,83644.0,"High school graduate, diploma or GED","$100,000 or more"
Participant 453,in_person,39.0,A woman,White / Caucasian,83687.0,Bachelor’s degree,"$50,000 to $74,999"
Participant 453,online,23.0,A man,Hispanic or Latino,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 454,in_person,61.0,A woman,White / Caucasian,83651.0,"Some college, no degree","$25,000 or less"
Participant 454,online,26.0,A man,White / Caucasian,83712.0,"High school graduate, diploma or GED","$50,000 to $74,999"
Participant 455,in_person,39.0,A woman,White / Caucasian,83642.0,"High school graduate, diploma or GED","$25,000 to $49,999"
Participant 455,online,24.0,A woman,Hispanic or Latino,83703.0,8th grade or less,"$25,000 or less"
Participant 456,in_person,43.0,A man,White / Caucasian,83607.0,"High school graduate, diploma or GED","$100,000 or more"
Participant 456,online,50.0,A man,White / Caucasian,83714.0,"Some college, no degree","$25,000 to $49,999"
Participant 457,in_person,38.0,A woman,White / Caucasian,83639.0,"Some college, no degree","$25,000 to $49,999"
Participant 457,online,18.0,A woman,White / Caucasian,83706.0,8th grade or less,"$100,000 or more"
Participant 458,in_person,25.0,A man,Black or African American,83709.0,"Some college, no degree","$25,000 to $49,999"
Participant 458,online,57.0,A man,White / Caucasian,83605.0,"Some college, no degree","$75,000 to $99,999"
Participant 459,in_person,45.0,A woman,White / Caucasian,83709.0,Bachelor’s degree,"$50,000 to $74,999"
Participant 459,online,36.0,A woman,White / Caucasian,83705.0,"High school graduate, diploma or GED","$75,000 to $99,999"
Participant 46,in_person,21.0,Other,White / Caucasian,83706.0,Bachelor’s degree,"$25,000 or less"
Participant 46,online,42.0,A woman,White / Caucasian,83716.0,"Some college, no degree","$100,000 or more"
Participant 460,in_person,33.0,A man,White / Caucasian,83706.0,Bachelor’s degree,"$100,000 or more"
Participant 460,online,33.0,A woman,White / Caucasian,83706.0,Associates degree,"$50,000 to $74,999"
Participant 461,in_person,55.0,A woman,Hispanic or Latino,83716.0,Associates degree,"$75,000 to $99,999"
Participant 461,online,30.0,A woman,White / Caucasian,83607.0,"Some college, no degree","$25,000 to $49,999"
Participant 462,in_person,45.0,A woman,White / Caucasian,83707.0,"Some college, no degree","$50,000 to $74,999"
Participant 462,online,43.0,A man,White / Caucasian,83712.0,"Some college, no degree","$50,000 to $74,999"
Participant 463,in_person,36.0,A woman,White / Caucasian,83709.0,"Ph.D, M.D., J.D. or similar","$100,000 or more"
Participant 463,online,41.0,A woman,White / Caucasian,83646.0,Associates degree,"$100,000 or more"
Participant 464,in_person,39.0,A woman,White / Caucasian,83646.0,"Some college, no degree","$100,000 or more"
Participant 464,online,32.0,A man,White / Caucasian,83701.0,"Some college, no degree","$100,000 or more"
Participant 465,in_person,25.0,A man,White / Caucasian,83605.0,Associates degree,"$75,000 to $99,999"
Participant 465,online,29.0,A woman,White / Caucasian,83702.0,"Some high school, no diploma","$25,000 or less"
Participant 466,in_person,,A woman,White / Caucasian,83642.0,Bachelor’s degree,"$75,000 to $99,999"
Participant 466,online,40.0,A man,White / Caucasian,83687.0,Associates degree,
Participant 467,in_person,42.0,A woman,White / Caucasian,83642.0,Bachelor’s degree,"$100,000 or more"
Participant 467,online,21.0,A woman,White / Caucasian,83702.0,"Some high school, no diploma","$100,000 or more"
Participant 468,in_person,28.0,A woman,White / Caucasian,83702.0,"Ph.D, M.D., J.D. or similar","$50,000 to $74,999"
Participant 468,online,45.0,A woman,White / Caucasian,83642.0,"High school graduate, diploma or GED","$25,000 or less"
Participant 469,in_person,20.0,A man,White / Caucasian,83706.0,"High school graduate, diploma or GED",
Participant 469,online,32.0,A woman,White / Caucasian,83704.0,Associates degree,"$100,000 or more"
Participant 47,in_person,25.0,Other,White / Caucasian,83703.0,"High school graduate, diploma or GED","$100,000 or more"
Participant 47,online,31.0,A woman,White / Caucasian,83705.0,"Some college, no degree","$100,000 or more"
Participant 470,in_person,51.0,A man,White / Caucasian,83616.0,Master’s degree,"$100,000 or more"
Participant 470,online,21.0,A woman,White / Caucasian,83705.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 471,in_person,31.0,A woman,White / Caucasian,83709.0,Bachelor’s degree,"$75,000 to $99,999"
Participant 471,online,45.0,A man,White / Caucasian,83706.0,Associates degree,"$50,000 to $74,999"
Participant 472,in_person,24.0,A man,White / Caucasian,83706.0,Bachelor’s degree,"$50,000 to $74,999"
Participant 472,online,29.0,A man,White / Caucasian,83702.0,"Some college, no degree","$50,000 to $74,999"
Participant 473,in_person,29.0,A man,White / Caucasian,83704.0,Associates degree,"$25,000 to $49,999"
Participant 473,online,53.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$50,000 to $74,999"
Participant 474,in_person,69.0,A man,White / Caucasian,,Associates degree,"$100,000 or more"
Participant 474,online,24.0,A woman,White / Caucasian,83704.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 475,in_person,36.0,A man,White / Caucasian,83706.0,"High school graduate, diploma or GED","$25,000 to $49,999"
Participant 475,online,21.0,A woman,White / Caucasian,83669.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 476,in_person,60.0,A man,White / Caucasian,83706.0,Bachelor’s degree,"$100,000 or more"
Participant 476,online,51.0,A man,White / Caucasian,83716.0,"Some college, no degree","$100,000 or more"
Participant 477,in_person,62.0,A woman,White / Caucasian,83716.0,Bachelor’s degree,"$100,000 or more"
Participant 477,online,61.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$50,000 to $74,999"
Participant 478,in_person,54.0,A man,White / Caucasian,83709.0,"High school graduate, diploma or GED","$75,000 to $99,999"
Participant 478,online,24.0,A woman,White / Caucasian,83634.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 479,in_person,32.0,A woman,White / Caucasian,83702.0,Bachelor’s degree,"$100,000 or more"
Participant 479,online,33.0,A woman,White / Caucasian,83703.0,Associates degree,"$75,000 to $99,999"
Participant 48,in_person,38.0,A woman,White / Caucasian,83704.0,"Some college, no degree","$25,000 to $49,999"
Participant 48,online,54.0,A woman,White / Caucasian,83716.0,"Some college, no degree",
Participant 480,in_person,33.0,A woman,White / Caucasian,83702.0,Bachelor’s degree,"$100,000 or more"
Participant 480,online,33.0,A woman,White / Caucasian,83704.0,Associates degree,"$75,000 to $99,999"
Participant 481,in_person,35.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$75,000 to $99,999"
Participant 481,online,63.0,A woman,White / Caucasian,83705.0,Associates degree,"$50,000 to $74,999"
Participant 482,in_person,39.0,A man,White / Caucasian,83712.0,Bachelor’s degree,"$100,000 or more"
Participant 482,online,18.0,A woman,White / Caucasian,83616.0,8th grade or less,"$100,000 or more"
Participant 483,in_person,37.0,A woman,White / Caucasian,83712.0,Master’s degree,"$100,000 or more"
Participant 483,online,20.0,A woman,White / Caucasian,83642.0,"Some high school, no diploma","$100,000 or more"
Participant 484,in_person,33.0,A woman,White / Caucasian,83646.0,Associates degree,"$75,000 to $99,999"
Participant 484,online,26.0,A woman,White / Caucasian,83705.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 485,in_person,61.0,A man,White / Caucasian,83709.0,"High school graduate, diploma or GED","$25,000 to $49,999"
Participant 485,online,27.0,A woman,Hispanic or Latino,83706.0,"High school graduate, diploma or GED","$100,000 or more"
Participant 486,in_person,55.0,A woman,White / Caucasian,83616.0,Bachelor’s degree,"$100,000 or more"
Participant 486,online,31.0,A man,White / Caucasian,83702.0,"Some college, no degree","$25,000 to $49,999"
Participant 487,in_person,67.0,A woman,White / Caucasian,83702.0,Bachelor’s degree,"$50,000 to $74,999"
Participant 487,online,60.0,A woman,,83705.0,Associates degree,"$50,000 to $74,999"
Participant 488,in_person,38.0,A man,White / Caucasian,83706.0,Bachelor’s degree,"$100,000 or more"
Participant 488,online,39.0,A man,White / Caucasian,83706.0,"Some college, no degree","$50,000 to $74,999"
Participant 489,in_person,57.0,A woman,,83704.0,Associates degree,"$100,000 or more"
Participant 489,online,49.0,A woman,White / Caucasian,83703.0,"Some college, no degree","$75,000 to $99,999"
Participant 49,in_person,30.0,A man,White / Caucasian,83702.0,Bachelor’s degree,"$25,000 to $49,999"
Participant 49,online,46.0,A woman,White / Caucasian,83623.0,Associates degree,"$100,000 or more"
Participant 490,in_person,31.0,A man,White / Caucasian,83709.0,Bachelor’s degree,"$75,000 to $99,999"
Participant 490,online,26.0,A woman,White / Caucasian,83705.0,"Some high school, no diploma","$25,000 or less"
Participant 491,in_person,28.0,A man,White / Caucasian,86347.0,"Some college, no degree","$25,000 to $49,999"
Participant 491,online,48.0,A woman,White / Caucasian,83712.0,"Some college, no degree","$50,000 to $74,999"
Participant 492,in_person,34.0,A woman,White / Caucasian,83706.0,Bachelor’s degree,"$75,000 to $99,999"
Participant 492,online,48.0,A woman,White / Caucasian,83616.0,Associates degree,"$100,000 or more"
Participant 493,in_person,28.0,A man,White / Caucasian,83644.0,Master’s degree,"$50,000 to $74,999"
Participant 493,online,22.0,A woman,White / Caucasian,83646.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 494,in_person,34.0,A man,White / Caucasian,83706.0,Master’s degree,"$100,000 or more"
Participant 494,online,19.0,A woman,White / Caucasian,83642.0,"Some high school, no diploma","$100,000 or more"
Participant 495,in_person,40.0,A woman,Asian / Pacific Islander,83705.0,Master’s degree,"$100,000 or more"
Participant 495,online,,,,,,
Participant 496,in_person,36.0,A woman,White / Caucasian,83703.0,Bachelor’s degree,"$100,000 or more"
Participant 496,online,19.0,A woman,White / Caucasian,83725.0,8th grade or less,"$100,000 or more"
Participant 497,in_person,37.0,A woman,Asian / Pacific Islander,83705.0,"Some college, no degree","$75,000 to $99,999"
Participant 497,online,54.0,A man,White / Caucasian,83617.0,"Some college, no degree","$25,000 to $49,999"
Participant 498,in_person,53.0,A man,White / Caucasian,83687.0,"High school graduate, diploma or GED","$100,000 or more"
Participant 498,online,21.0,A woman,White / Caucasian,83705.0,"Some high school, no diploma","$25,000 or less"
Participant 499,in_person,39.0,A woman,Hispanic or Latino,83605.0,"Some college, no degree","$100,000 or more"
Participant 499,online,65.0,A man,White / Caucasian,83705.0,Associates degree,"$100,000 or more"
Participant 5,in_person,44.0,A man,White / Caucasian,83705.0,Bachelor’s degree,"$25,000 to $49,999"
Participant 5,online,44.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$25,000 to $49,999"
Participant 50,in_person,,A woman,White / Caucasian,83702.0,"High school graduate, diploma or GED","$25,000 or less"
Participant 50,online,25.0,A woman,White / Caucasian,83714.0,"Some college, no degree","$100,000 or more"
Participant 500,in_person,41.0,A man,,83646.0,Bachelor’s degree,"$75,000 to $99,999"
Participant 500,online,60.0,A woman,White / Caucasian,83646.0,"Some college, no degree","$50,000 to $74,999"
Participant 501,in_person,42.0,A man,White / Caucasian,83642.0,"Some college, no degree","$50,000 to $74,999"
Participant 501,online,27.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 502,in_person,27.0,A man,White / Caucasian,83704.0,Bachelor’s degree,"$50,000 to $74,999"
